,Input.save_dir,ocr,boundingBoxes
285,data/dental/OperativeDentistryNBDEPartII/6/slide_007.jpg,hema hydroxyethyl methacrylate monomer solvent contact dermatitis infiltrates enamel prisms and dentinal tubules collagen collapse,"[{""height"":388,""label"":""Equation"",""left"":813,""top"":21,""width"":150},{""height"":287,""label"":""Image"",""left"":813,""top"":431,""width"":141}]"
286,data/anat-1/AnatomyPhysiology/26/slide_009.jpg,the pulmonary and systemic circuits cont receiving chambers of heart right atrium receives blood returning from systemic circuit left atrium receives blood returning from pulmonary circuit pumping chambers of heart right ventricle pumps blood through pulmonary circuit left ventricle pumps blood through systemic cirsuit pearson education inc,[]
287,data/bio-4/unordered/FnMYvGkk_YE/slide_005.jpg,formed elements blood cells erythrocytes leukocytes and platelets staining of blood cells acidic dyeeosin stains pink basic dyemethylene blue stains blue and purple pearson ine,[]
288,data/bio-1/unordered/LySL-0ONA5g/slide_022.jpg,apicomplexan parasites sporozoans lack locomotor organelles in the trophozoite state alternate between sexual and asexual phases and between different animal hosts most form specialized infective a bodies that are transmitted by arthropod vectors food water or other means toxoplasma plasmodium toxoplasma cryptosporidium,"[{""height"":245,""label"":""Diagram"",""left"":721,""top"":125,""width"":325},{""height"":152,""label"":""Diagram"",""left"":722,""top"":370,""width"":409},{""height"":176,""label"":""Diagram"",""left"":722,""top"":535,""width"":327}]"
289,data/anat-1/AnatomyPhysiology/22/slide_060.jpg,patterns of neural processing cont parallel processing input travels along several pathways different parts of circuitry deal simultaneously with the information one stimulus promotes numerous responses important for higherlevel mental functioning example a sensed smell may remind one of an odor and any associated experiences pearson education inc,[]
290,data/anat-1/AnatomyPhysiology/21/slide_046.jpg,propagation of an action potential cont once initiated an ap is selfpropagating in nonmyelinated axons each successive segment of membrane depolarizes then repolarizes propagation in myelinated axons differs since na channels closer to the ap origin are still inactivated no new ap is generated there ap occurs only in a forward direction pearson education inc,[]
291,data/dental/OperativeDentistryNBDEPartII/6/slide_000.jpg,dentistry,"[{""height"":332,""label"":""Image"",""left"":27,""top"":105,""width"":398}]"
292,data/anat-1/AnatomyPhysiology/26/slide_075.jpg,how does the physiology of skeletal and cardjac differ cont all cardiomyocytes contract as unit functional syncytium or none contract contraction of all cardiac myocytes ensures effective pumping action skeletal muscles contract independently influx of ca from extracellular fluid triggers release from sr depolarization opens slow channels in sarcolemma allowing ca to enter cell extracellular then causes sr to release its intracellular skeletal muscles do not use extracellular pearson education inc,[]
293,data/bio-1/unordered/LySL-0ONA5g/slide_050.jpg,trematodes or flukes copyright the companies inc permission for reproduction or display flatworms with ovoid leaflike bodies have digestive excretory neuromuscular and reproductive systems lack circulatory and respiratory systems animals such as snails or fish are usually the intermediate hosts and humans are the definitive hosts oral sucker testis,"[{""height"":514,""label"":""Diagram"",""left"":666,""top"":146,""width"":428}]"
294,data/bio-4/unordered/FnMYvGkk_YE/slide_012.jpg,figure leukocytes granulocytes c basophil bilobed nucleus purplishblack cytoplasmic granules pearson ine,"[{""height"":466,""label"":""Diagram"",""left"":5,""top"":2,""width"":427}]"
295,data/anat-1/AnatomyPhysiology/21/slide_057.jpg,figure action potential propagation in nonmyelinated and myelinated axons stimulus size of voltage a in bare plasma membranes voltage decays without voltagegated channels as on a dendrite voltage decays because current leaks across the membrane pearson education inc,"[{""height"":781,""label"":""Diagram"",""left"":16,""top"":2,""width"":1851}]"
296,data/anat-1/AnatomyPhysiology/22/slide_004.jpg,synaptic connections axodendritic between axon terminals of one neuron and dendrites of others axosomatic between axon terminals of one neuron and soma cell body of others less common connections axoaxonal axon to axon dendrite to dendrite somatodendritic dendrite to soma two main types of synapses chemical synapse electrical synapse pearson education inc,[]
297,data/bio-4/unordered/FnMYvGkk_YE/slide_015.jpg,table summary of formed elements of the blood of duration of of sem gi and life span ls biconcave anucleate days transport days and ameter ym dioxide spherical cols nucleus muitiobed destroy bacteria by phagocytosis slometer nucleus bilobed red turn of allergic responses and ll slameter parasites nucleus histamine and other inflammation wn sine wth wight tn pearson ine,"[{""height"":428,""label"":""Table"",""left"":2,""top"":3,""width"":626}]"
298,data/dental/OperativeDentistryNBDEPartII/6/slide_009.jpg,hema hydroxyethyl methacrylate monomer solvent can infiltrates enamel prisms and dentinal tubules collagen collapse,"[{""height"":265,""label"":""Image"",""left"":824,""top"":436,""width"":126},{""height"":352,""label"":""Diagram"",""left"":823,""top"":35,""width"":130}]"
299,data/bio-1/unordered/LySL-0ONA5g/slide_057.jpg,taenia saginata animals are infected by grazing on land contaminated with human in beef muscle the mcgrawhill companies ine permission required for reproduction or display feces infection occurs from eating raw beef in which the larval form has encysted in humans larva attaches to the smallintestine and becomes an adult ca generalized diagram of the life cycle of the beef causes few symptoms vague abdominal pain and nausea proglottids in stool,"[{""height"":410,""label"":""Diagram"",""left"":663,""top"":189,""width"":434}]"
300,data/anat-1/AnatomyPhysiology/26/slide_040.jpg,ensure unidirectional blood flow through heart open and close in response to pressure changes two major types of valves atrioventricular valves located between atria and ventricles semilunar valves located between ventricles and major atteries pearson education inc,[]
301,data/anat-1/AnatomyPhysiology/22/slide_003.jpg,figure synapses axon of presynaptic neuron synapses cell body soma of postsynaptic neuron pearson education inc,"[{""height"":973,""label"":""Diagram"",""left"":13,""top"":2,""width"":1712}]"
302,data/anat-1/AnatomyPhysiology/21/slide_050.jpg,coding for stimulus intensity all action potentials are alike and are independent of stimulus intensity cns tells difference between a weak stimulus and a strong one by frequency of impulses frequency is number of impulses aps received per second higher frequencies mean stronger stimulus pearson education inc,[]
303,data/bio-4/unordered/FnMYvGkk_YE/slide_020.jpg,cell lines in blood cell formation formation of leukocytes committed cell type in each granulocyte line are myeloblasts monoblasts enlarge and form monocytes megakaryoblasts differentiate into megakaryocytes break apart into platelets,[]
304,data/bio-1/unordered/LySL-0ONA5g/slide_062.jpg,copyright the companies inc permission for reproduction eee common arthropods that are biological vectors of disease insect vectors diseases transmitted type of microbe distribution mosquitoes anopheles malaria apicomplexa pr around the nematod worldwide in fever asia west nile fver africa middle east aedes yellow fever tropics str various asboviruses fleas tie plague bacteria typhus ricketsia body lice rickeusia worldwide trench fvee bartonella asia relapsing fever borrelia spirochetes asia alia biting flies fagellated cental sand ly leishmaniasis nia latin america black ly onchocerciais nematode latin america biting bugs triatomi chagas disease po and south americ arachnid vectors diseases transmitted type of microbe distribution hard dem rocky mountain central nd south ameri spotted fever europe america hoo north america lym borrelia spirochetes worldwide babesoss apicomplex united st soft ticks relapsing fever borrelia location of descriptions of diseases,"[{""height"":623,""label"":""Table"",""left"":251,""top"":85,""width"":697}]"
305,data/anat-1/AnatomyPhysiology/26/slide_047.jpg,semilunar sl valves two semilunar sl valves prevent backflow from major arteries back into ventricles open and close in response to pressure changes each valve consists of three cusps that roughly resemble a half moon pulmonary semilunar valve located between right ventricle and pulmonary trunk aortic semilunar valve located between left ventricle and aorta pearson education inc,[]
306,data/dental/OperativeDentistryNBDEPartII/6/slide_018.jpg,resinmodified glass lonomers set by an acidbase reaction and freeradical addition polymerization light andor chemical cure more rapid polymerization thanks to free radical initiation fluoride release glass resin poly acid composite jonomer modified modified resin cement glass ionomer composite cement resin resinmatrix compomer,"[{""height"":250,""label"":""Image"",""left"":685,""top"":187,""width"":274},{""height"":164,""label"":""Diagram"",""left"":203,""top"":461,""width"":561}]"
307,data/bio-4/unordered/FnMYvGkk_YE/slide_004.jpg,blood plasma three main proteins albumin prevents water from diffusing out of blood vessels globulins include antibodies and blood proteins that transport lipids iron and copper fibrinogen one of the molecules involved in chemical reactions for blood clotting pearson education ine,[]
308,data/anat-1/AnatomyPhysiology/22/slide_036.jpg,language of nervous system or more neurotransmitters have been identified most neurons make two or more neurotransmitters neurons can exert several influences usually released at different stimulation frequencies classified by chemical structure function pearson education inc,[]
309,data/bio-1/unordered/LySL-0ONA5g/slide_019.jpg,promastigotes are a injected with sand fly bite convert to amastigote and xt multiply if macrophage does not migrate the infection sa is localized systemic migrates sand fly becomes infected by biting host,"[{""height"":486,""label"":""Diagram"",""left"":592,""top"":175,""width"":455}]"
310,data/anat-1/AnatomyPhysiology/21/slide_022.jpg,figure depolarization and hyperpolarization of the membrane membrane potential voltage mv depolarizing stimulus iz time ms a depolarization the membrane potential moves toward mv the inside becoming less negative more positive pearson education inc hyperpolarizing stimulus membrane potential voltage mv time ms b hyperpolarization the membrane potential increases the inside becoming more negative,"[{""height"":858,""label"":""Diagram"",""left"":10,""top"":0,""width"":1861}]"
311,data/anat-1/AnatomyPhysiology/22/slide_031.jpg,integration and modification of synaptic events cont presynaptic inhibition release of excitatory neurotransmitter by one neuron is inhibited by another neuron via an axoaxonal synapse less neurotransmitter is released leading to smaller epsps pearson education inc,[]
312,data/dental/OperativeDentistryNBDEPartII/6/slide_011.jpg,hybrid mechanical interface between tooth and adhesive adhesive resins lock into the microporosities of etched enamel and intertubular dentin the key to adhesive,"[{""height"":283,""label"":""Diagram"",""left"":287,""top"":411,""width"":389}]"
313,data/bio-1/unordered/LySL-0ONA5g/slide_017.jpg,trypanosoma cruzzi copyright the mcgrawhill companies ine permission required for reproduction or display heart muscle and large intestine harbor masses of amastigotes chronic inflammation in th occurs in the organs especially heart and muscle fibers brain treatment nifurtimox and benzonidazole,"[{""height"":234,""label"":""Image"",""left"":690,""top"":125,""width"":323},{""height"":349,""label"":""Diagram"",""left"":607,""top"":364,""width"":228},{""height"":334,""label"":""Diagram"",""left"":845,""top"":362,""width"":271}]"
314,data/bio-4/unordered/FnMYvGkk_YE/slide_003.jpg,figure major components of whole blood plasma pf whole blood test component coat leukocytes and platelets of whole blood formed elements qd centituge of hole blood blood sample most dense component pearson ine,"[{""height"":351,""label"":""Diagram"",""left"":6,""top"":0,""width"":626}]"
315,data/anat-1/AnatomyPhysiology/26/slide_049.jpg,figure the function of the semilunar sl valves as ventricles relax and intraventricular pressure falls blood flows back from arteries filling the cusps of semilunar valves and forcing them to close semilunar valves closed pearson education inc,"[{""height"":919,""label"":""Diagram"",""left"":13,""top"":8,""width"":1784}]"
316,data/anat-1/AnatomyPhysiology/21/slide_059.jpg,figure action potential propagation in nonmyelinated and myelinated axons myelin myelin sheath sheath gap myelin sheath c in myelinated axons conduction is fast saltatory conduction myelin keeps current in axons voltage doesnt decay much aps are generated only in the myelin sheath gaps and appear to jump rapidly from gap to gap pearson education inc,"[{""height"":795,""label"":""Diagram"",""left"":11,""top"":2,""width"":1855}]"
317,data/dental/OperativeDentistryNBDEPartII/6/slide_016.jpg,polymerization shrinkage composites shrink as they polymerize configuration factor cfactor is the ratio of bound to unbound surfaces gv black class is inversely related to cfactor higher cfactor means more chance for shrinkage microleakage and postoperative sensitivity ratio of boundtounb ound surfaces os,"[{""height"":246,""label"":""Diagram"",""left"":198,""top"":449,""width"":561}]"
318,data/bio-1/unordered/LySL-0ONA5g/slide_010.jpg,giardia lamblia and giardiasis pathogenic flagellate unique symmetrical heart ere ine shape with concave nucleus ventral depression ventral surface that acts like a suction cup cysts are small compact and multinucleate reservoirs include beavers cattle coyotes cats and humans cysts can survive for months in environment cyst,"[{""height"":359,""label"":""Diagram"",""left"":618,""top"":185,""width"":496}]"
319,data/anat-1/AnatomyPhysiology/26/slide_035.jpg,figure gross anatomy of the heart superior vena cava ascending pectinate muscles aorta crista terminalis interatrial septum fossa ovalis opening of inferior vena cava cut myocardium of opening of coronary sinus left ventricle interventricular sulcus c internal aspect of the right atrium anterior view pearson education inc,"[{""height"":1009,""label"":""Diagram"",""left"":12,""top"":10,""width"":1838}]"
320,data/anat-1/AnatomyPhysiology/22/slide_043.jpg,classification of neurotransmitters by chemical structure cont endocannabinoids act at same receptors as thc active ingredient in marijuana most common g proteinlinked receptors in brain lipid soluble synthesized on demand believed to be involved in learning and memory may be involved in neuronal development controlling appetite and suppressing nausea pearson education inc,[]
321,data/dental/OperativeDentistryNBDEPartII/2/slide_011.jpg,high caries risk criteria for restoring teeth two or more active caries large number of restorations poor dietary habits low salivary flow poor oral hygiene low fluoride exposure unusual tooth morphology lesion extends to dej cavitation,"[{""height"":380,""label"":""Image"",""left"":1,""top"":0,""width"":961}]"
322,data/bio-4/unordered/C1vsuNYMY9Q/slide_020.jpg,whats metabolism all reactions in yourcells needed to keep this is your metabolism,"[{""height"":148,""label"":""Image"",""left"":605,""top"":557,""width"":342}]"
323,data/anat-1/AnatomyPhysiology/21/slide_025.jpg,graded potentials cont once gated ion channel opens depolarization spreads from one area of membrane to next pearson education inc,[]
324,data/anat-1/AnatomyPhysiology/22/slide_038.jpg,classification of neurotransmitters by chemical structure cont biogenic amines catecholamines dopamine norepinephrine ne and epinephrine made from the amino acid tyrosine indolamines serotonin made from the amino acid tryptophan histamine made from the amino acid histidine all widely used in brain play roles in emotional behaviors and biological clock used by some ans motor neurons especially ne imbalances are associated with mental illness pearson education inc,[]
325,data/dental/OperativeDentistryNBDEPartII/2/slide_000.jpg,,"[{""height"":317,""label"":""Image"",""left"":22,""top"":117,""width"":412}]"
326,data/anat-1/AnatomyPhysiology/26/slide_032.jpg,chambers and associated great vessels the discharging chambers make up most of the volume of heart right ventricle most of anterior surface left ventricle posteroinferior surface trabeculae carneae irregular ridges of muscle on ventricular walls papillary muscles project into ventricular cavity anchor chordae tendineae that are attached to heart valves pearson education inc,[]
327,data/bio-1/unordered/LySL-0ONA5g/slide_001.jpg,parasitology the study of eukaryotic parasites protozoa and helminthes roundworm fluke cause of all infectious diseases tapeworm nematode protozoa less prevalent in industrialized countries increasingly common in aids patients,"[{""height"":260,""label"":""Diagram"",""left"":740,""top"":164,""width"":385},{""height"":113,""label"":""Diagram"",""left"":767,""top"":440,""width"":326}]"
328,data/bio-4/unordered/C1vsuNYMY9Q/slide_027.jpg,low concentration of solute am adp p atp e adp p ee pss enzyme substrates product flagella concentration of solute what work does a cell have to do,"[{""height"":205,""label"":""Diagram"",""left"":72,""top"":55,""width"":214},{""height"":390,""label"":""Diagram"",""left"":320,""top"":61,""width"":288},{""height"":309,""label"":""Diagram"",""left"":622,""top"":47,""width"":311}]"
329,data/anat-1/AnatomyPhysiology/22/slide_044.jpg,classification of neurotransmitters by function neurotransmitters exhibit a great diversity of functions functions can be grouped into two classifications effects actions pearson education inc,[]
330,data/dental/OperativeDentistryNBDEPartII/2/slide_007.jpg,amalgam exam hue due to corrosion products does not classify as defective proximal overhang marginal gap or ditching is judged carious or cariesprone fracture lines,"[{""height"":574,""label"":""Image"",""left"":463,""top"":76,""width"":461}]"
331,data/anat-1/AnatomyPhysiology/26/slide_023.jpg,figure the layers of the pericardium and of the heart wall fibrous pericardium parietal layer of serous pericardium pericardial cavity epicardium visceral layer of serous heart ericardium wall yocardium endocardium heart chamber pearson education inc,"[{""height"":802,""label"":""Diagram"",""left"":3,""top"":7,""width"":1865}]"
332,data/anat-1/AnatomyPhysiology/21/slide_010.jpg,basic principles of electricity cont electrochemical gradient electrical and chemical gradients combined lon flow creates an electrical current and voltage changes across membrane expressed by rearranged ohms law equation vir pearson education inc,"[{""height"":90,""label"":""Equation"",""left"":846,""top"":586,""width"":246}]"
333,data/bio-1/unordered/LySL-0ONA5g/slide_006.jpg,amebic caused by naegleria fowleri and acanthamoeba ordinarily inhabit standing water primary cute meningoencephalitis is acquired through nasal contact with water or traumatic eye damage infiltration of brain is usually fatal copyright the mcgrawhill companies inc permission required or display,"[{""height"":350,""label"":""Image"",""left"":384,""top"":370,""width"":296},{""height"":356,""label"":""Image"",""left"":683,""top"":364,""width"":235}]"
334,data/dental/OperativeDentistryNBDEPartII/2/slide_009.jpg,root surface hypersensitivity hydrodynamic theory postulates that pain results from dentinal fluid movement that stimulates mechanoreceptors near the predentin some causes of fluid shifts include temperature change airdrying and osmotic pressure gluma can occlude dentinal tubules and help reduce sensitivity,"[{""height"":342,""label"":""Image"",""left"":525,""top"":0,""width"":439},{""height"":378,""label"":""Image"",""left"":520,""top"":342,""width"":444}]"
335,data/bio-4/unordered/C1vsuNYMY9Q/slide_029.jpg,putting food to work is a process big molecules a small molecules series of biochemical reactions that convert chemical energy in food into a form of fuel we can use energy from food is ultimately captured in the molecule atp cells use atp to carry out energy requiring functions,"[{""height"":616,""label"":""Diagram"",""left"":22,""top"":103,""width"":918}]"
336,data/anat-1/AnatomyPhysiology/22/slide_061.jpg,types of circuits circuits patterns of synaptic connections in neuronal pools four types of circuits diverging converging reverberating parallel afterdischarge pearson education inc,[]
337,data/anat-1/AnatomyPhysiology/26/slide_058.jpg,equal volumes of blood are pumped to pulmonary and systemic circuits pulmonary circuit is short lowpressure circulation systemic circuit is long highfriction circulation anatomy of ventricles reflects differences left ventricle walls are thicker than right pumps with greater pressure pearson education inc,[]
338,data/anat-1/AnatomyPhysiology/21/slide_017.jpg,generating the resting membrane potential cont differences in plasma membrane permeability impermeable to large anionic proteins slightly permeable to na through leakage channels sodium diffuses into cell down concentration gradient times more permeable to kt than sodium more leakage channels potassium diffuses out of cell down concentration gradient quite permeable to cl pearson education inc,[]
339,data/bio-4/unordered/C1vsuNYMY9Q/slide_012.jpg,multivitamins are a waste of money doctors say most supplements do not prevent chronic disease or death their use is not justified and they should be avoided dec by bahar gholipour and livescience people should stop wasting their money on dietary supplements some physicians said today in response to three large new studies that showed most multivitamin supplements are ineffective at reducing the risk of disease and may even cause harm,"[{""height"":256,""label"":""Image"",""left"":506,""top"":278,""width"":448}]"
340,data/anat-1/AnatomyPhysiology/22/slide_066.jpg,developmental aspects of nervous system originates from neural tube and neural crest formed from ectoderm the neural tube becomes cns neuroepithelial cells of neural tube proliferate into number of cells needed for development neuroblasts become amitotic and migrate neuroblasts sprout axons to connect with targets and become neurons pearson education inc,[]
341,data/bio-1/unordered/LySL-0ONA5g/slide_008.jpg,small pearshaped anterior flagella and an undulating membrane exist only in trophozoite form infect humans t vaginalis t tenax t hominis hill comp flagella nucleus undulating membrane axostyle,"[{""height"":339,""label"":""Diagram"",""left"":656,""top"":110,""width"":235},{""height"":295,""label"":""Image"",""left"":905,""top"":112,""width"":209},{""height"":247,""label"":""Image"",""left"":664,""top"":454,""width"":233},{""height"":231,""label"":""Image"",""left"":899,""top"":448,""width"":142}]"
342,data/dental/OperativeDentistryNBDEPartII/2/slide_010.jpg,on treatment plan sequencing urgent phase acute infection pain swelling control phase caries oral hygiene reevaluation phase definitive phase ortho prosth surgery maintenance phase,[]
343,data/anat-1/AnatomyPhysiology/26/slide_024.jpg,chambers and associated great vessels internal features four chambers two superior atria two inferior ventricles interatrial septum separates atria fossa ovalis remnant of foramen ovale of fetal heart interventricular septum separates ventricles pearson education inc,[]
344,data/anat-1/AnatomyPhysiology/21/slide_019.jpg,focus figure generating a resting membrane potential depends on differences in k and na concentrations inside and outside cel permeability of the plasma membrane to these ions the permeabilities of and across the membrane are different in the next three panels we will build the resting membrane potential step by step k k k pearson education inc loss through abundant leakage channels establishes a negative membrane potential the membrane is highly permeable to k so k flows down its concentration gradient develops on the tris gradient pulls k back in mv the concentration and electrical gradients for k are balanced entry through a few leakage channels reduces the negative membrane potential slightly adding na channels creates a small na permeability that brings the membrane potential mv pumps maintain the concentration gradients resulting in the resting membrane potential coll at rest is like a leaky boat k leaks out and in through open channels the pump for this boat is the pump which transports nar out and k in,"[{""height"":916,""label"":""Diagram"",""left"":9,""top"":3,""width"":1879}]"
345,data/anat-1/AnatomyPhysiology/22/slide_068.jpg,once axon finds its target it then must find right place to form synapse astrocytes provide physical support and the cholesterol needed for construction of synapses pearson education inc,[]
346,data/bio-4/unordered/C1vsuNYMY9Q/slide_015.jpg,its dinnertime you are starving and you realize that you havent had anything to eat what food molecules have you been using for energy,"[{""height"":686,""label"":""Image"",""left"":420,""top"":34,""width"":503}]"
347,data/bio-1/unordered/LySL-0ONA5g/slide_046.jpg,complete their life cycle in human blood lymphatics or skin filarial worms elongate filamentous bodies spread by biting arthropods cause chronic deforming disease wuchereria bancrofti elephantiasis onchocerca volvulus river blindness loa loa eye worm filariasis wuchereria bancrofti,"[{""height"":262,""label"":""Image"",""left"":794,""top"":100,""width"":293},{""height"":347,""label"":""Diagram"",""left"":730,""top"":373,""width"":364}]"
348,data/anat-1/AnatomyPhysiology/22/slide_014.jpg,focus figure chemical synapses transmit signals from one neuron to another using neurotransmitters slide pearson education inc,"[{""height"":1012,""label"":""Diagram"",""left"":9,""top"":3,""width"":1587}]"
349,data/anat-1/AnatomyPhysiology/21/slide_065.jpg,conduction velocity cont group b fibers intermediate diameter lightly myelinated fibers transmit at ms mph group c fibers smallest diameter unmyelinated transmit at ms mph b and c groups include ans visceral motor and sensory fibers that serve visceral organs pearson education inc,[]
350,data/dental/OperativeDentistryNBDEPartII/2/slide_008.jpg,tooth exam erosioncaused by acidic foodsbeverages or gastric acid abrasionloss of tooth structure by mechanical wear attritionocclusal wear from functional contacts with opposing natural teeth abfractionloss of tooth structure in cervical areas due to tooth flexure hypersensitivityas a result of exposure of dentinal tubules in root surfaces,"[{""height"":606,""label"":""Image"",""left"":433,""top"":62,""width"":505}]"
351,data/bio-1/unordered/LySL-0ONA5g/slide_041.jpg,concept check humans become infected by which stage of the pinworms lifecycle a egg b c adult d all stages are infectious,[]
352,data/anat-1/AnatomyPhysiology/22/slide_013.jpg,chemical synapses cont neurotransmitter diffuses across the synaptic cleft and binds to specific receptors on the postsynaptic membrane chemicallyligandgated ion channels binding of neurotransmitter opens ion channels creating graded potentials binding causes receptor protein to change shape which causes ion channels to open causes a graded potential in postsynaptic cell can be an excitatory or inhibitory event some receptor proteins are also ion channels i pearson education inc,[]
353,data/bio-4/unordered/C1vsuNYMY9Q/slide_004.jpg,a doctors crusade to end malnutrition in africa a spoonful at a time ws the peanut butter project rutf ready to use therapeutic food,"[{""height"":435,""label"":""Image"",""left"":5,""top"":281,""width"":597},{""height"":272,""label"":""Image"",""left"":0,""top"":0,""width"":297},{""height"":173,""label"":""Image"",""left"":308,""top"":95,""width"":293}]"
354,data/anat-1/AnatomyPhysiology/26/slide_056.jpg,focus figure the heart is a double pump each side supplying its own circuit oxygenpoor blood oxygenpoor blood to heart returns from the body oxygenrich blood tissues back to the heart systemic capillaries to body oxygenrich blood is delivered to the body tissues sys circ aorta pulmonary veins aortic left semilunar valve left ventricle valve mitral alve pulmonary ventricle pearson education inc,"[{""height"":13,""label"":""Image"",""left"":864,""top"":593,""width"":5},{""height"":982,""label"":""Diagram"",""left"":13,""top"":4,""width"":1853}]"
355,data/dental/OperativeDentistryNBDEPartII/2/slide_006.jpg,new technology laser fluorescence diagnodent digital imaging fiberoptic transillumination difoti quantitative lightinduced fluorescence qlf electrical conductance or impedance measurement,"[{""height"":455,""label"":""Image"",""left"":782,""top"":155,""width"":121}]"
356,data/anat-1/AnatomyPhysiology/21/slide_062.jpg,clinical homeostatic imbalance multiple sclerosis ms is an autoimmune disease that affects primarily young adults myelin sheaths in cns are destroyed when immune system attacks myelin turns myelin into hardened lesions called scleroses impulse conduction slows and eventually ceases demyelinated axons increase na channels causing cycles of relapse and remission pearson education inc,[]
357,data/bio-1/unordered/LySL-0ONA5g/slide_033.jpg,a major helminths of humans and their modes of transmission classification nematodes roundworms intestinal nematodes infective in egg embryo tissue nematodes wuchereria onchocerca volvulus loa loa trematodes flukes opisthorchis sinensis fa a hepati cestodes tapeworms tuenia saginata hymenolepis nana common name of disease or worm whipworm pinworm new world on trichina worm river blindness eye worm blood uke blood fluke blood fluke chinese liver fhuke sheep liver fluke lung fluke beef tapeworm pork tapeworm fish tapewon dwarf life cycle requirement homans humans humans humans humans may live free humans black fies huma or deer fie flies and snails humans and snails humans and snails homans fish herbivores sheep cattle humans cate spread to humans by oralfecal means fecal pollution of soil with eggs fecal pollution of fecal pollution of sol with fecal pollution of sol with eggs fecal pollution of sol with eggs consumption of meat containing burrowing of larva mosquito bite fry bite fly bite ingestion of fresh water larval stage ingestion of fresh water containing larval stage ingestion of fresh water larval st consumption of fish on of crabs consump consumption of undercooked or oralfecal means close contact,"[{""height"":684,""label"":""Table"",""left"":264,""top"":0,""width"":746}]"
358,data/anat-1/AnatomyPhysiology/26/slide_051.jpg,figure the function of the semilunar sl valves as ventricles relax and intraventricular pressure falls blood flows back from arteries filling the cusps of semilunar valves and forcing them to close b semilunar valves closed pearson education inc,"[{""height"":909,""label"":""Diagram"",""left"":15,""top"":2,""width"":1777}]"
359,data/anat-1/AnatomyPhysiology/22/slide_026.jpg,figure neural integration of epsps and ipsps e threshold of axon of postsynaptic neuron resting potential excitatory synapse e excitatory synapse inhibitory synapse i membrane potential mv time a no summation stimuli separated in time cause epsps that do not add together pearson education inc,"[{""height"":1045,""label"":""Diagram"",""left"":11,""top"":1,""width"":1655}]"
360,data/bio-4/unordered/C1vsuNYMY9Q/slide_003.jpg,all kids in tanzania,"[{""height"":587,""label"":""Diagram"",""left"":122,""top"":33,""width"":717}]"
361,data/dental/OperativeDentistryNBDEPartII/2/slide_001.jpg,clinical exam for caries visual changes in tooth surface texture or color tactile sensation with careful use of explorer radiographs transillumination,[]
362,data/anat-1/AnatomyPhysiology/21/slide_047.jpg,figure propagation of an action potential ap voltage at o ms membrane potential mv recording electrode ray a time o ms action potential has not yet reached the recording electrode hyperpolarization resting potential peak of action potential pearson education inc,"[{""height"":1049,""label"":""Diagram"",""left"":16,""top"":5,""width"":1731}]"
363,data/bio-1/unordered/LySL-0ONA5g/slide_034.jpg,four different helminth lifecycles the companies inc permission for reproduction or display cyclen larvae natch huma embryonic ature in cycle a the worm develops inintestne ecesintoenaronmert eggs newnostandhatchinintestne examples ascaris epos ine the eggs are grazing aral host infected example cycles tissue huma environment the worms larvae atch and develop in envionment lanae example intestine bladder intermediate environment d are ingestion or examples,"[{""height"":281,""label"":""Diagram"",""left"":346,""top"":98,""width"":280},{""height"":299,""label"":""Diagram"",""left"":653,""top"":88,""width"":289},{""height"":325,""label"":""Diagram"",""left"":338,""top"":382,""width"":287},{""height"":321,""label"":""Diagram"",""left"":649,""top"":383,""width"":298}]"
364,data/anat-1/AnatomyPhysiology/22/slide_021.jpg,figure postsynaptic potentials can be excitatory or inhibitory a excitatory postsynaptic potential epsp mv w o membrane potential pearson education inc threshold stimulus time ms an epsp is a local depolarization of the postsynaptic membrane e epsps bring the neuron closer to ap threshold neurotransmitter binding opens chemically gated ion channels allowing na and k to pass simultaneously,"[{""height"":965,""label"":""Diagram"",""left"":8,""top"":1,""width"":1823},{""height"":0,""label"":""Diagram"",""left"":1833,""top"":932,""width"":0},{""height"":0,""label"":""Diagram"",""left"":109,""top"":531,""width"":0},{""height"":0,""label"":""Diagram"",""left"":53,""top"":518,""width"":0}]"
365,data/dental/OperativeDentistryNBDEPartII/2/slide_002.jpg,examination always be co dry wellilluminated field incipient caries or totally from vision hypocalcification does not,"[{""height"":716,""label"":""Diagram"",""left"":44,""top"":2,""width"":919}]"
366,data/bio-4/unordered/C1vsuNYMY9Q/slide_043.jpg,water step of aerobic cellular respiration a process that produces the bulk of during electron transport electrons from nadh are passed down a chain of molecules to oxygen which accepts the electrons and combines with hydrogen atoms to produce water atp produced,"[{""height"":437,""label"":""Diagram"",""left"":24,""top"":24,""width"":564}]"
367,data/anat-1/AnatomyPhysiology/26/slide_018.jpg,figure the layers of the pericardium and of the heart wall al fibrous pericardium parietal layer of pericardium pericardial cavity epicardium visceral layer of serous pericardium yocardiu endocardium heart chamber pearson education inc,"[{""height"":831,""label"":""Diagram"",""left"":9,""top"":10,""width"":1888}]"
